"","ryear","rname","ryear2","uf","vyear","vname","uf","rcropf"
"96","1998","/home/georod/projects/def-mfortin/georod/data/amazon/lcover_gee/mapbiomas-brazil-collection-90-1998.tif","19972000","RO","19972000","/home/georod/projects/def-mfortin/georod/data/amazon/shp/municipalities2//RO_1997_2000.shp","RO","./output1/mun_rasters2/RO_1997_2000"
"97","1998","/home/georod/projects/def-mfortin/georod/data/amazon/lcover_gee/mapbiomas-brazil-collection-90-1998.tif","19972000","RR","19972000","/home/georod/projects/def-mfortin/georod/data/amazon/shp/municipalities2//RR_1997_2000.shp","RR","./output1/mun_rasters2/RR_1997_2000"
"98","1998","/home/georod/projects/def-mfortin/georod/data/amazon/lcover_gee/mapbiomas-brazil-collection-90-1998.tif","19972000","TO","19972000","/home/georod/projects/def-mfortin/georod/data/amazon/shp/municipalities2//TO_1997_2000.shp","TO","./output1/mun_rasters2/TO_1997_2000"
"99","1999","/home/georod/projects/def-mfortin/georod/data/amazon/lcover_gee/mapbiomas-brazil-collection-90-1999.tif","19812000","AM","19812000","/home/georod/projects/def-mfortin/georod/data/amazon/shp/municipalities2//AM_1981_2000.shp","AM","./output1/mun_rasters2/AM_1981_2000"
"100","1999","/home/georod/projects/def-mfortin/georod/data/amazon/lcover_gee/mapbiomas-brazil-collection-90-1999.tif","19922000","AC","19922000","/home/georod/projects/def-mfortin/georod/data/amazon/shp/municipalities2//AC_1992_2000.shp","AC","./output1/mun_rasters2/AC_1992_2000"
"101","1999","/home/georod/projects/def-mfortin/georod/data/amazon/lcover_gee/mapbiomas-brazil-collection-90-1999.tif","19971999","MT","19971999","/home/georod/projects/def-mfortin/georod/data/amazon/shp/municipalities2//MT_1997_1999.shp","MT","./output1/mun_rasters2/MT_1997_1999"
"102","1999","/home/georod/projects/def-mfortin/georod/data/amazon/lcover_gee/mapbiomas-brazil-collection-90-1999.tif","19972000","AP","19972000","/home/georod/projects/def-mfortin/georod/data/amazon/shp/municipalities2//AP_1997_2000.shp","AP","./output1/mun_rasters2/AP_1997_2000"
"103","1999","/home/georod/projects/def-mfortin/georod/data/amazon/lcover_gee/mapbiomas-brazil-collection-90-1999.tif","19972000","RO","19972000","/home/georod/projects/def-mfortin/georod/data/amazon/shp/municipalities2//RO_1997_2000.shp","RO","./output1/mun_rasters2/RO_1997_2000"
"104","1999","/home/georod/projects/def-mfortin/georod/data/amazon/lcover_gee/mapbiomas-brazil-collection-90-1999.tif","19972000","RR","19972000","/home/georod/projects/def-mfortin/georod/data/amazon/shp/municipalities2//RR_1997_2000.shp","RR","./output1/mun_rasters2/RR_1997_2000"
"105","1999","/home/georod/projects/def-mfortin/georod/data/amazon/lcover_gee/mapbiomas-brazil-collection-90-1999.tif","19972000","TO","19972000","/home/georod/projects/def-mfortin/georod/data/amazon/shp/municipalities2//TO_1997_2000.shp","TO","./output1/mun_rasters2/TO_1997_2000"
"106","2000","/home/georod/projects/def-mfortin/georod/data/amazon/lcover_gee/mapbiomas-brazil-collection-90-2000.tif","19812000","AM","19812000","/home/georod/projects/def-mfortin/georod/data/amazon/shp/municipalities2//AM_1981_2000.shp","AM","./output1/mun_rasters2/AM_1981_2000"
"107","2000","/home/georod/projects/def-mfortin/georod/data/amazon/lcover_gee/mapbiomas-brazil-collection-90-2000.tif","19922000","AC","19922000","/home/georod/projects/def-mfortin/georod/data/amazon/shp/municipalities2//AC_1992_2000.shp","AC","./output1/mun_rasters2/AC_1992_2000"
"108","2000","/home/georod/projects/def-mfortin/georod/data/amazon/lcover_gee/mapbiomas-brazil-collection-90-2000.tif","19972000","AP","19972000","/home/georod/projects/def-mfortin/georod/data/amazon/shp/municipalities2//AP_1997_2000.shp","AP","./output1/mun_rasters2/AP_1997_2000"
"109","2000","/home/georod/projects/def-mfortin/georod/data/amazon/lcover_gee/mapbiomas-brazil-collection-90-2000.tif","19972000","RO","19972000","/home/georod/projects/def-mfortin/georod/data/amazon/shp/municipalities2//RO_1997_2000.shp","RO","./output1/mun_rasters2/RO_1997_2000"
"110","2000","/home/georod/projects/def-mfortin/georod/data/amazon/lcover_gee/mapbiomas-brazil-collection-90-2000.tif","19972000","RR","19972000","/home/georod/projects/def-mfortin/georod/data/amazon/shp/municipalities2//RR_1997_2000.shp","RR","./output1/mun_rasters2/RR_1997_2000"
"111","2000","/home/georod/projects/def-mfortin/georod/data/amazon/lcover_gee/mapbiomas-brazil-collection-90-2000.tif","19972000","TO","19972000","/home/georod/projects/def-mfortin/georod/data/amazon/shp/municipalities2//TO_1997_2000.shp","TO","./output1/mun_rasters2/TO_1997_2000"
"112","2000","/home/georod/projects/def-mfortin/georod/data/amazon/lcover_gee/mapbiomas-brazil-collection-90-2000.tif","20002000","MT","20002000","/home/georod/projects/def-mfortin/georod/data/amazon/shp/municipalities2//MT_2000_2000.shp","MT","./output1/mun_rasters2/MT_2000_2000"
